
0.08063292503356934,flow,2.41,

0.30754518508911133,flow,2.18,

0.3242316246032715,flow,2.01,

0.39515137672424316,flow,1.83,

0.5066559314727783,flow,1.67,

0.6398210525512695,flow,1.50,

0.6602942943572998,egco2,4.73,
0.704296350479126,pressureCorrectedEGCO2,0.40,
0.7218613624572754,tegco2,20.00,
0.7375180721282959,pressureChamber,223.00,
0.7640693187713623,humidity,23.46,
0.774310827255249,flow,1.36,

0.7959692478179932,temp,24.77,
0.8042283058166504,tTemp,20.00,
0.8133077621459961,tPressure,760.00,
0.8450865745544434,heaterPWM,0.00,
0.8553175926208496,pumpPWM,255.00,
0.8757336139678955,sweepP,0.02,
0.8931803703308105,sweepD,0.00,
0.8977749347686768,sweepI,0.00,
0.9172563552856445,flow,1.21,

0.9172563552856445,suggestSweep,0.10,
0.9385709762573242,sensorHealth,10000000,
0.978734016418457,flow,1.08,

1.111553430557251,flow,0.95,

1.2235839366912842,flow,1.72,

1.3554315567016602,flow,2.52,

1.467616081237793,flow,2.40,

1.5947232246398926,flow,2.16,

1.7127790451049805,flow,2.14,

1.8369262218475342,flow,2.44,

1.9271395206451416,egco2,4.76,
1.9586913585662842,flow,2.41,

1.9640445709228516,pressureCorrectedEGCO2,0.44,
1.998967170715332,tegco2,20.00,
2.0203628540039062,pressureChamber,220.00,
2.041013240814209,humidity,23.45,
2.0710995197296143,temp,24.77,
2.077014923095703,tTemp,20.00,
2.077014923095703,tPressure,760.00,
2.1128618717193604,flow,2.43,

2.1162359714508057,heaterPWM,0.00,
2.123391628265381,pumpPWM,255.00,
2.144105911254883,sweepP,0.02,
2.161849021911621,sweepD,0.00,
2.1654276847839355,sweepI,0.00,
2.1848628520965576,suggestSweep,0.10,
2.2051734924316406,sensorHealth,10000000,
2.236360788345337,flow,2.26,

2.317688465118408,flow,2.05,

2.4402897357940674,flow,2.01,

2.554415464401245,flow,1.86,

2.6857264041900635,flow,2.32,

2.7993922233581543,flow,2.49,

2.9209892749786377,flow,2.64,

3.0345728397369385,flow,2.51,

3.1589620113372803,flow,2.40,

3.2098548412323,egco2,4.70,
3.240736246109009,pressureCorrectedEGCO2,0.37,
3.2607614994049072,tegco2,20.00,
3.282736301422119,pressureChamber,220.00,
3.3088948726654053,flow,2.31,

3.3364417552948,humidity,23.47,
3.3364417552948,temp,24.76,
3.353649377822876,tTemp,20.00,
3.355710983276367,tPressure,760.00,
3.395928382873535,heaterPWM,0.00,
3.395928382873535,pumpPWM,255.00,
3.417083263397217,sweepP,0.02,
3.436081886291504,sweepD,0.00,
3.44000244140625,flow,2.13,

3.457900047302246,sweepI,0.00,
3.457900047302246,suggestSweep,0.10,
3.47959566116333,sensorHealth,10000000,
3.5190606117248535,flow,1.97,

3.6414337158203125,flow,1.79,

3.7642040252685547,flow,1.63,

3.887920379638672,flow,2.12,

4.000377416610718,flow,2.11,

4.122430801391602,flow,1.92,

4.235650300979614,flow,1.75,

4.3669273853302,flow,1.61,

4.477978467941284,egco2,4.70,
4.498267889022827,flow,1.43,

4.514467716217041,pressureCorrectedEGCO2,0.37,
4.552267789840698,tegco2,20.00,
4.552267789840698,pressureChamber,220.00,
4.570007562637329,humidity,23.50,
4.599812030792236,temp,24.80,
4.605376720428467,tTemp,20.00,
4.621078729629517,flow,1.29,

4.646322965621948,tPressure,760.00,
4.646322965621948,heaterPWM,0.00,
4.664399862289429,pumpPWM,255.00,
4.689772129058838,sweepP,0.02,
4.703455924987793,sweepD,0.00,
4.72641921043396,sweepI,0.00,
4.736929655075073,suggestSweep,0.10,
4.754619359970093,flow,1.21,

4.779403209686279,sensorHealth,10000000,
4.856647253036499,flow,1.11,

4.967891454696655,flow,1.21,

5.089773893356323,flow,1.37,

5.213987350463867,flow,1.28,

5.334484100341797,flow,1.13,

5.4512293338775635,flow,1.00,

5.569543361663818,flow,0.87,

5.692217111587524,flow,0.75,

5.75394868850708,egco2,4.77,
5.794533729553223,pressureCorrectedEGCO2,0.44,
5.8202996253967285,tegco2,20.00,
5.835596799850464,flow,0.62,

5.83843731880188,pressureChamber,227.00,
5.87951397895813,humidity,23.47,
5.88335919380188,temp,24.76,
5.902019262313843,tTemp,20.00,
5.920348644256592,tPressure,760.00,
5.938631296157837,heaterPWM,0.00,
5.963431119918823,pumpPWM,255.00,
5.963431119918823,flow,0.52,

5.991137742996216,sweepP,0.02,
5.991137742996216,sweepD,0.00,
5.994004726409912,sweepI,0.00,
6.014166593551636,suggestSweep,0.10,
6.032364368438721,sensorHealth,10000000,
6.054835557937622,flow,0.87,

6.175527095794678,flow,0.99,

6.276690721511841,flow,1.26,

6.418744087219238,flow,1.13,

6.522143125534058,flow,1.27,

6.665424108505249,flow,1.33,

6.757550239562988,flow,1.27,

6.890865802764893,flow,1.54,

7.003472089767456,flow,1.86,

7.017416715621948,egco2,4.70,
7.05515456199646,pressureCorrectedEGCO2,0.38,
7.086887359619141,tegco2,20.00,
7.117084741592407,pressureChamber,225.00,
7.137196063995361,humidity,23.44,
7.137196063995361,temp,24.76,
7.14721941947937,flow,2.07,

7.167313575744629,tTemp,20.00,
7.1874589920043945,tPressure,760.00,
7.1874589920043945,heaterPWM,0.00,
7.210963487625122,pumpPWM,255.00,
7.233632802963257,sweepP,0.02,
7.249668836593628,sweepD,0.00,
7.269781827926636,sweepI,0.00,
7.272073984146118,suggestSweep,0.10,
7.293960809707642,flow,2.49,

7.311314582824707,sensorHealth,10000000,
7.373957633972168,flow,2.54,

7.495203971862793,flow,2.46,

7.608999252319336,flow,2.22,

7.740437030792236,flow,2.01,

7.853940725326538,flow,1.85,

7.975985050201416,flow,1.67,

8.089172601699829,flow,1.57,

8.221646070480347,flow,1.68,

8.302977800369263,egco2,4.73,
8.333766222000122,pressureCorrectedEGCO2,0.41,
8.370436668395996,flow,1.82,

8.375582456588745,tegco2,20.00,
8.375582456588745,pressureChamber,225.00,
8.416077852249146,humidity,23.43,
8.416077852249146,temp,24.77,
8.446810960769653,tTemp,20.00,
8.467540740966797,tPressure,760.00,
8.469611644744873,heaterPWM,0.00,
8.499855995178223,flow,1.65,

8.505115509033203,pumpPWM,255.00,
8.519032955169678,sweepP,0.02,
8.549801349639893,sweepD,0.00,
8.549801349639893,sweepI,0.00,
8.555030822753906,suggestSweep,0.10,
8.57140564918518,sensorHealth,10000000,
8.60072946548462,flow,1.50,

8.702405452728271,flow,1.42,

8.81009316444397,flow,1.29,

8.938392400741577,flow,1.22,

9.049187660217285,flow,1.07,

9.182293176651001,flow,1.37,

9.2944016456604,flow,1.63,

9.415910482406616,flow,1.50,

9.528758764266968,flow,1.35,

9.56874704360962,egco2,4.58,
9.598913431167603,pressureCorrectedEGCO2,0.25,
9.619580745697021,tegco2,20.00,
9.639729738235474,pressureChamber,220.00,
9.682596683502197,humidity,23.41,
9.690900564193726,flow,1.34,

9.690900564193726,temp,24.74,
