19490,egco2,19.49,,,,egco2,19.07
20739,egco2,19.49,,,,egco2,19.21
21934,egco2,18.23,,,,egco2,19.49
23103,egco2,17.25,,,,egco2,20.34
24283,egco2,18.23,,,,egco2,19.77
25464,egco2,18.93,,,,egco2,18.79
26646,egco2,18.23,,,,egco2,20.06
27826,egco2,16.82,,,,egco2,19.21
29008,egco2,18.93,,,,egco2,19.91
30190,egco2,18.79,,,,egco2,20.62
31370,egco2,17.95,,,,egco2,21.32
32565,egco2,20.06,,,,egco2,20.48
33734,egco2,22.02,,,,egco2,20.48
34914,egco2,21.74,,,,egco2,20.48
36097,egco2,21.88,,,,egco2,21.04
37277,egco2,21.18,,,,egco2,21.04
38458,egco2,21.32,,,,egco2,20.2
39641,egco2,21.32,,,,egco2,19.49
40820,egco2,21.32,,,,egco2,21.18
42002,egco2,23.85,,,,egco2,20.34
43198,egco2,22.72,,,,egco2,18.93
44364,egco2,22.3,,,,egco2,19.91
45546,egco2,22.44,,,,egco2,21.32
46727,egco2,23.43,,,,egco2,19.77
47910,egco2,24.83,,,,egco2,19.91
49091,egco2,24.13,,,,egco2,20.06
50271,egco2,23.99,,,,egco2,19.21
51453,egco2,23.43,,,,egco2,19.49
52633,egco2,25.67,,,,egco2,19.07
53815,egco2,26.24,,,,egco2,19.63
54998,egco2,26.8,,,,egco2,19.07
56177,egco2,25.39,,,,egco2,18.65
57359,egco2,25.39,,,,egco2,20.34
58543,egco2,25.82,,,,egco2,20.48
59721,egco2,25.82,,,,egco2,19.91
60904,egco2,25.82,,,,egco2,18.79
62084,egco2,26.38,,,,egco2,19.91
63265,egco2,25.82,,,,egco2,20.06
64446,egco2,26.38,,,,egco2,19.21
65628,egco2,26.38,,,,egco2,19.63
66808,egco2,25.39,,,,egco2,19.35
67990,egco2,25.96,,,,egco2,19.63
69176,egco2,27.08,,,,egco2,19.63
70352,egco2,26.94,,,,egco2,19.21
71535,egco2,26.52,,,,egco2,18.79
72715,egco2,25.25,,,,egco2,18.23
73897,egco2,25.82,,,,egco2,20.2
75077,egco2,26.52,,,,egco2,20.62
76260,egco2,26.1,,,,egco2,19.35
77440,egco2,25.25,,,,egco2,20.62
78621,egco2,24.27,,,,egco2,19.07
79810,egco2,24.55,,,,egco2,19.07
80984,egco2,25.96,,,,egco2,20.06
82166,egco2,25.82,,,,egco2,19.21
83346,egco2,26.1,,,,egco2,19.77
84528,egco2,24.13,,,,egco2,20.62
85710,egco2,25.39,,,,egco2,19.77
86890,egco2,23.85,,,,egco2,19.49
88073,egco2,24.13,,,,egco2,20.62
89252,egco2,24.83,,,,egco2,20.34
90443,egco2,24.69,,,,egco2,19.77
91615,egco2,24.13,,,,egco2,19.63
92797,egco2,23.71,,,,egco2,20.48
93977,egco2,24.27,,,,egco2,19.49
95160,egco2,23.29,,,,egco2,19.91
96342,egco2,23.99,,,,egco2,20.06
97522,egco2,24.69,,,,egco2,20.06
98704,egco2,24.97,,,,egco2,20.48
99884,egco2,24.83,,,,egco2,19.77
101078,egco2,23.15,,,,egco2,19.49
102246,egco2,23.43,,,,egco2,20.48
103429,egco2,23.43,,,,egco2,20.48
104608,egco2,22.86,,,,egco2,20.48
105791,egco2,23.15,,,,egco2,20.48
106973,egco2,24.27,,,,egco2,20.76
108153,egco2,23.43,,,,egco2,20.62
109335,egco2,24.55,,,,egco2,21.04
110516,egco2,24.97,,,,egco2,20.62
111711,egco2,25.25,,,,egco2,20.2
112878,egco2,23.85,,,,egco2,19.49
114061,egco2,24.97,,,,egco2,20.06
115240,egco2,24.41,,,,egco2,21.04
116424,egco2,22.16,,,,egco2,21.32
117603,egco2,23.85,,,,egco2,20.06
118786,egco2,23.85,,,,egco2,20.2
119965,egco2,23.57,,,,egco2,21.04
121148,egco2,22.3,,,,egco2,20.62
122328,egco2,22.16,,,,egco2,20.06
123510,egco2,22.16,,,,egco2,19.49
124690,egco2,23.15,,,,egco2,20.62
125873,egco2,22.16,,,,egco2,18.51
127058,egco2,22.72,,,,egco2,19.35
128235,egco2,21.32,,,,egco2,19.77
129417,egco2,21.04,,,,egco2,20.48
130597,egco2,22.02,,,,egco2,20.62
131779,egco2,21.74,,,,egco2,20.06
132960,egco2,21.46,,,,egco2,20.2
134141,egco2,21.32,,,,egco2,20.06
135322,egco2,21.18,,,,egco2,20.2
136504,egco2,20.76,,,,egco2,19.21
137693,egco2,20.2,,,,egco2,18.79
138866,egco2,20.06,,,,egco2,19.77
140047,egco2,20.06,,,,egco2,19.91
141229,egco2,19.91,,,,egco2,20.62
142409,egco2,19.49,,,,egco2,19.77
143591,egco2,19.49,,,,egco2,19.07
144774,egco2,19.21,,,,egco2,20.06
145953,egco2,20.9,,,,egco2,19.77
147136,egco2,21.32,,,,egco2,19.49
148327,egco2,19.77,,,,egco2,20.48
149498,egco2,19.77,,,,egco2,18.93
150678,egco2,18.93,,,,egco2,18.79
151861,egco2,19.77,,,,egco2,19.77
153040,egco2,19.91,,,,egco2,20.48
154223,egco2,20.34,,,,egco2,19.91
155403,egco2,20.2,,,,egco2,19.07
156585,egco2,20.62,,,,egco2,19.77
157765,egco2,20.62,,,,egco2,19.35
158961,egco2,20.62,,,,egco2,20.48
160130,egco2,21.18,,,,egco2,20.48
161310,egco2,20.2,,,,egco2,19.21
162493,egco2,19.07,,,,egco2,19.91
163674,egco2,19.49,,,,egco2,20.06
164854,egco2,19.35,,,,egco2,19.77
166035,egco2,19.77,,,,egco2,19.77
167218,egco2,19.07,,,,egco2,19.63
168397,egco2,19.49,,,,egco2,20.06
169579,egco2,20.2,,,,egco2,21.32
170760,egco2,20.62,,,,egco2,20.76
171942,egco2,19.77,,,,egco2,20.76
173122,egco2,19.77,,,,egco2,20.62
174308,egco2,20.48,,,,egco2,20.9
175486,egco2,20.48,,,,egco2,20.2
176666,egco2,20.2,,,,egco2,18.79
177849,egco2,19.91,,,,egco2,20.06
179030,egco2,20.2,,,,egco2,19.07
180211,egco2,19.77,,,,egco2,19.49
181392,egco2,19.21,,,,egco2,19.21
182574,egco2,18.51,,,,egco2,19.77
183754,egco2,19.21,,,,egco2,18.93
184942,egco2,18.79,,,,egco2,19.77
186117,egco2,18.65,,,,egco2,19.77
187298,egco2,19.49,,,,egco2,21.32
188479,egco2,19.21,,,,egco2,19.21
189661,egco2,18.93,,,,egco2,20.2
190843,egco2,19.35,,,,egco2,21.04
192023,egco2,19.63,,,,egco2,20.62
193206,egco2,19.63,,,,egco2,20.06
194385,egco2,18.79,,,,egco2,20.76
195576,egco2,19.07,,,,egco2,19.77
196748,egco2,19.07,,,,egco2,20.48
197929,egco2,19.21,,,,egco2,20.76
199110,egco2,17.95,,,,egco2,20.76
200292,egco2,19.21,,,,egco2,19.91
201475,egco2,18.79,,,,egco2,20.34
202654,egco2,19.21,,,,egco2,19.21
203837,egco2,19.49,,,,egco2,19.77
205017,egco2,20.76,,,,egco2,20.2
206211,egco2,20.76,,,,egco2,19.49
207379,egco2,21.04,,,,egco2,19.49
208562,egco2,19.77,,,,egco2,19.21
209741,egco2,20.62,,,,egco2,19.49
210924,egco2,19.49,,,,egco2,19.35
212104,egco2,19.77,,,,egco2,20.06
213286,egco2,19.77,,,,egco2,19.49
214468,egco2,19.49,,,,egco2,19.63
215649,egco2,18.79,,,,egco2,20.06
216844,egco2,19.21,,,,egco2,19.77
218011,egco2,20.62,,,,egco2,20.06
219193,egco2,21.6,,,,egco2,19.35
220374,egco2,21.6,,,,egco2,18.79
221557,egco2,20.62,,,,egco2,19.49
222736,egco2,20.06,,,,egco2,19.91
223918,egco2,19.07,,,,egco2,19.77
225097,egco2,20.06,,,,egco2,20.34
226280,egco2,19.21,,,,egco2,21.18
227463,egco2,19.77,,,,egco2,21.88
228642,egco2,20.9,,,,egco2,21.32
229825,egco2,20.2,,,,egco2,20.48
231005,egco2,20.62,,,,egco2,21.04
232190,egco2,20.2,,,,egco2,19.77
233367,egco2,19.77,,,,egco2,21.04
234549,egco2,20.06,,,,egco2,20.2
235729,egco2,18.93,,,,egco2,20.76
236911,egco2,19.49,,,,egco2,20.2
238094,egco2,19.91,,,,egco2,20.2
239273,egco2,19.49,,,,egco2,19.21
240456,egco2,19.21,,,,egco2,19.21
241636,egco2,18.79,,,,egco2,20.2
242825,egco2,20.2,,,,egco2,20.48
243998,egco2,20.2,,,,egco2,20.06
245181,egco2,18.93,,,,egco2,20.76
246361,egco2,19.49,,,,egco2,20.62
247543,egco2,19.21,,,,egco2,19.77
248725,egco2,19.21,,,,egco2,18.93
249906,egco2,20.62,,,,egco2,18.51
251087,egco2,19.77,,,,egco2,19.07
252268,egco2,18.79,,,,egco2,19.77
253459,egco2,18.09,,,,egco2,19.49
254630,egco2,19.91,,,,egco2,19.77
255812,egco2,19.21,,,,egco2,19.21
256993,egco2,18.79,,,,egco2,19.21
258174,egco2,19.21,,,,egco2,18.65
259354,egco2,19.91,,,,egco2,20.2
260537,egco2,17.53,,,,egco2,19.35
261720,egco2,19.07,,,,egco2,18.79
262899,egco2,20.2,,,,egco2,20.06
264092,egco2,19.21,,,,egco2,19.21
265262,egco2,19.49,,,,egco2,19.77
266443,egco2,19.35,,,,egco2,20.06
267624,egco2,20.2,,,,egco2,19.77
268807,egco2,19.77,,,,egco2,19.77
269986,egco2,19.77,,,,egco2,19.21
271168,egco2,19.77,,,,egco2,19.91
272351,egco2,19.77,,,,egco2,20.06
273530,egco2,20.2,,,,egco2,20.76
274726,egco2,20.2,,,,egco2,19.49
275893,egco2,21.32,,,,egco2,19.07
277075,egco2,20.48,,,,egco2,19.77
278255,egco2,19.21,,,,egco2,20.48
279439,egco2,19.21,,,,egco2,19.49
280617,egco2,19.07,,,,egco2,20.34
281800,egco2,20.34,,,,egco2,19.21
282982,egco2,20.62,,,,egco2,20.2
284163,egco2,19.77,,,,egco2,19.21
285344,egco2,19.77,,,,egco2,21.18
286525,egco2,19.77,,,,egco2,20.34
